loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.013716678135097027,0.06968075037002563,0.014700256288051605,0.0663384348154068
0.012700230814516544,0.06487569957971573,0.013461657799780369,0.07296854257583618
0.012036626227200031,0.06311774253845215,0.014705315232276917,0.08735798299312592
0.01119699515402317,0.06120451167225838,0.011818824335932732,0.055564023554325104
0.010749120265245438,0.058962345123291016,0.011853782460093498,0.05653643235564232
0.010122938081622124,0.05657125264406204,0.011954723857343197,0.05473649501800537
0.010066268965601921,0.057148050516843796,0.011519071646034718,0.06035600230097771
0.00936882197856903,0.054934289306402206,0.011851773597300053,0.05922829359769821
0.009135679341852665,0.053875502198934555,0.011104520410299301,0.06864084303379059
0.008959970436990261,0.05350131541490555,0.010384208522737026,0.05236288532614708
0.008678988553583622,0.0529017448425293,0.010274817235767841,0.05193344131112099
0.008099201135337353,0.05100979655981064,0.010432182811200619,0.05305385962128639
0.0078084589913487434,0.050644319504499435,0.010129576548933983,0.05233832076191902
0.007414983119815588,0.04860059916973114,0.010160302743315697,0.056491147726774216
0.0074175079353153706,0.049377843737602234,0.010065325535833836,0.05035935342311859
0.007034661713987589,0.04791639745235443,0.010451803915202618,0.05024616792798042
0.007002302445471287,0.04779352247714996,0.010289344936609268,0.055084478110075
0.006657034624367952,0.04717506840825081,0.010291697457432747,0.05041379854083061
0.0064321826212108135,0.045959245413541794,0.01186762098222971,0.06408226490020752
0.00636897049844265,0.04564627632498741,0.010342196561396122,0.055565498769283295
0.006175234913825989,0.04508974775671959,0.010053939186036587,0.04953998699784279
0.006163627374917269,0.04495576396584511,0.010541792958974838,0.04992327094078064
0.006266242358833551,0.04562550410628319,0.009756667539477348,0.048034317791461945
0.0058910720981657505,0.04396439343690872,0.010017113760113716,0.05125628411769867
0.005664151627570391,0.04321839287877083,0.010015513747930527,0.04815416410565376
0.005688447970896959,0.04371866583824158,0.011376023292541504,0.058818455785512924
0.0054253763519227505,0.042511340230703354,0.01056693959981203,0.051097724586725235
0.005541434045881033,0.04222632572054863,0.009642546065151691,0.04803163930773735
0.005456165876239538,0.04265306517481804,0.010175139643251896,0.05124714970588684
0.005203383043408394,0.04140724986791611,0.010097669437527657,0.0493495874106884
0.005104944575577974,0.041710156947374344,0.009661735035479069,0.046670399606227875
0.005051983520388603,0.04075465723872185,0.00980795081704855,0.04683860018849373
0.005051476415246725,0.04025164246559143,0.01227026991546154,0.05958913266658783
0.004858487751334906,0.03999103605747223,0.01055813580751419,0.05036476254463196
0.004948384594172239,0.0399361290037632,0.010228260420262814,0.0489235557615757
0.0048238602466881275,0.03993692249059677,0.010046598501503468,0.048431165516376495
0.004755986854434013,0.039719387888908386,0.009720833972096443,0.046880174428224564
0.0046532368287444115,0.03942694142460823,0.009606911800801754,0.04561388120055199
0.004552239552140236,0.03917127102613449,0.010737588629126549,0.04898448288440704
0.004504434764385223,0.038767728954553604,0.011132351122796535,0.04846901819109917
0.004663602448999882,0.03883584588766098,0.009510006755590439,0.04492035135626793
0.004442043136805296,0.038070566952228546,0.009942208416759968,0.045803140848875046
0.004430763889104128,0.03829249367117882,0.009311513043940067,0.04797821491956711
0.0043634455651044846,0.03775828704237938,0.009904579259455204,0.045892659574747086
0.004257097840309143,0.037184808403253555,0.010136841796338558,0.04614868760108948
0.0043534752912819386,0.03813186660408974,0.011386594735085964,0.04764131084084511
0.004416438285261393,0.03780098631978035,0.009604398161172867,0.04660169035196304
0.004315987695008516,0.03779847174882889,0.010750972665846348,0.04664098471403122
0.004192600958049297,0.03749765083193779,0.011257956735789776,0.04704425856471062
0.004076678305864334,0.036687787622213364,0.01043262891471386,0.04789702594280243
0.004085171967744827,0.03676633909344673,0.010682858526706696,0.046438831835985184
0.004131043329834938,0.03676491230726242,0.01048344001173973,0.04664446413516998
0.004108922556042671,0.03667043522000313,0.010186633095145226,0.04790259897708893
