Product_Number,MAE,SMAPE,Accuracy
Product_86,1.3333333333333333,0.23028209357845056,99.77728285449973
Product_87,0.0,0.0,100.0
Product_88,1.3333333333333333,0.4519773934693097,99.5515695218082
Product_89,2.6666666666666665,5.128204635108529,93.44262456328904
Product_8a,0.0,0.0,100.0
Product_8b,3.3333333333333335,18.018013148284734,89.24731529656496
Product_8c,3.6666666666666665,18.526918961854264,88.77551364014889
Product_8d,3.6666666666666665,18.526918961854264,88.77551364014889
Product_8e,1.6666666666666667,0.9952967526049523,98.97959189920866
Product_8f,0.0,0.0,100.0
Product_90,0.0,0.0,100.0
Product_91,0.0,0.0,100.0
Product_92,1.6666666666666667,2.645562253797729,97.39583374023431
Product_93,1.3333333333333333,3.5087714681441047,95.78947501385
Product_94,0.6666666666666666,0.9456264104756683,99.01960798731255
Product_95,0.3333333333333333,0.24968788078572235,99.7674418766901
Product_96,0.6666666666666808,0.7285974100948747,99.27007307261972
Product_97,0.0,0.0,100.0
Product_98,17.66666666666666,25.72586344689316,76.85589822848496
Product_99,1.6666666666666667,0.8058453507932066,99.24012161519202
Product_9a,0.6666666666666661,10.256402366869965,90.00001499997751
Product_9c,1.6666666666666667,1.0639983358755707,98.9106754524613
Product_9d,2.3333333333333335,11.616951566587192,88.33333916666375
Product_9e,3.0,0.995335792465923,98.93111642763243
Product_9f,0.6666666666666666,0.3325020698461662,99.6710526478099
Product_a0,8.666666666666666,1.3573302123605469,98.64583335449218
Product_a1,2.0,0.47752003609414134,99.5238095351474
Product_a2,10.333333333333334,5.967642849348585,93.24618780526005
Product_a3,0.6666666666666666,3.603602629656947,95.74468356722326
Product_a4,0.0,0.0,100.0
Product_a5,2.3333333333333335,15.690954479384507,84.78261862003133
Product_a6,1.0,2.2775733518316237,97.70992418856699
Product_a7,0.0,0.0,100.0
Product_a8,0.3333333333333333,6.060600550969196,87.50004687482422
Product_a9,2.666666666666657,2.099737450141563,97.8891822251307
Product_aa,1.0,2.803418408590895,97.16981212175129
Product_ab,0.0,0.0,100.0
Product_ac,0.0,0.0,100.0
Product_ad,0.6666666666666714,1.7316015067184312,98.27586251486314
Product_ae,0.0,0.0,100.0
Product_af,0.0,0.0,100.0
Product_b0,0.0,0.0,100.0
Product_b2,0.0,0.0,100.0
Product_b3,1.1842378929335002e-15,5.382898289948117e-15,100.0
Product_b4,0.6666666666666643,2.836878829032863,97.56097650208177
Product_b5,0.0,0.0,100.0
Product_b6,1.3333333333333333,4.040403428221702,96.94656558475597
Product_b7,0.0,0.0,100.0
Product_b8,0.0,0.0,100.0
Product_b9,2.3333333333333335,1.812917968861145,98.19587642815388
Product_ba,2.0,7.0175426285012925,91.30435160680365
Product_bb,0.0,0.0,100.0
Product_bc,0.6666666666666666,0.4371584556122911,99.59266804932781
Product_bd,0.3333333333333333,1.0256408678501228,98.59154989089441
Product_be,0.3333333333333357,0.766283436825664,99.27536247637047
Product_bf,0.3333333333333333,0.716845801056007,99.236641396189
Product_c0,35.333333333333336,8.24928132510446,91.64696631252247
Product_c1,1.0,1.7491774116859844,98.24561434287467
Product_c2,3.0,1.7899357790888117,98.21428582057823
Product_c3,2.6666666666666665,1.2944983504571599,98.8405797605545
Product_c4,7.105427357601002e-15,1.3581713344861601e-14,99.99999999999999
Product_c5,9.0,2.818003869613584,97.03622402734717
Product_c6,35.333333333333336,8.24928132510446,91.64696631252247
Product_c7,1.0,1.7491774116859844,98.24561434287467
Product_c8,3.0,1.7899357790888117,98.21428582057823
Product_c9,2.6666666666666665,1.2944983504571599,98.8405797605545
Product_ca,7.105427357601002e-15,1.3581713344861601e-14,99.99999999999999
Product_cb,9.0,2.818003869613584,97.03622402734717
Product_cc,0.6666666666666666,6.349203325776195,90.47620408161322
Product_cd,1.3333333333333333,2.8615449137853624,97.05882417820055
Product_ce,3.0,1.5835232130033194,98.36065582728656
Product_cf,3.0,1.10986815519028,98.87640453646425
Product_d0,0.0,0.0,100.0
Product_d1,1.3333333333333333,3.9649980005645005,95.87628993516806
Product_d2,1.6666666666666667,3.903133437766389,96.32353022275069
Product_d3,0.0,0.0,100.0
Product_d4,8.0,2.7874563974310735,97.21900357291992
Product_d5,2.6666666666666665,0.70546736280246,99.28571430484693
Product_d6,0.0,0.0,100.0
Product_d7,0.0,0.0,100.0
Product_d8,0.0,0.0,100.0
Product_d9,1.0,4.511698537887491,95.77464967268324
Product_da,0.0,0.0,100.0
Product_db,0.0,0.0,100.0
Product_dc,0.6666666666666666,5.3333312000008535,96.29629835390833
Product_dd,8.0,24.99999609375061,70.7317180249812
Product_de,0.0,0.0,100.0
Product_df,0.0,0.0,100.0
Product_e0,2.6666666666666665,0.4190160167465604,99.57939012230194
Product_e2,0.0,0.0,100.0
Product_e3,2.000000000000019,0.7619047473922974,99.25373137112942
Product_e5,0.3333333333333333,9.523795918386783,90.00002999991
Product_e6,0.0,0.0,100.0
Product_e7,0.6666666666666714,1.4814813168724557,98.61111140046289
Product_e8,0.0,0.0,100.0
Product_ea,0.3333333333333333,0.4662004335990373,99.41520478095822
Product_eb,1.9999999999999953,1.6412490236107338,98.38274945692054
Product_ec,5.333333333333335,6.645602368911292,93.19149023087358
Product_ed,0.0,0.0,100.0
Product_ee,3.3333333333332953,0.7465472107516091,99.2805755550955
Product_ef,9.0,2.7565943395259915,97.2727273553719
Product_f0,0.0,0.0,100.0
